Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Sortie en VAE - Le village typique de Saint-Julien-le-Montagnier,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.75806,5.883508999999999,Place de l'Hôtel de Ville,04800#Gréoux-les-Bains,,True,True,Office de Tourisme Communautaire Durance Luberon Verdon Agglomération,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-06,#+33 6 81 00 33 98##https://www.bachelasbikeshop.com/,,"Vous rejoignez d'abord le village de Saint-Pierre par une jolie route verdoyante, puis entamez un dernier effort pour atteindre le charmant village de Saint-Julien-le-Montagnier.",https://data.datatourisme.gouv.fr/13/8c4c3e2d-5b00-3e64-b72c-14ba7e9443c8
Electric Move,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.868511,5.146555,213 route d'Apt,84220#Cabrières-d'Avignon,,True,True,Office de tourisme Luberon Monts de Vaucluse,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-05,#+33 4 65 30 00 10#contact@electricmove.fr#https://electricmove.fr/,Accueil Vélo#France Vélo Tourisme,"Electric Move, le spécialiste de vos déplacements électriques : vélos; autos, scooter...Et l'accompagnement en randonnées à thème et sorties personnalisées.",https://data.datatourisme.gouv.fr/13/44c5fc1b-5328-3720-a7fb-b46dc3d01365
Sports Loisirs Savines,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.528889,6.405208,Rue du Stade Plage de la Combette,05160#Savines-le-Lac,,True,True,Office de Tourisme de Serre-Ponçon,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-09,#+33 6 10 26 49 19#sls05@hotmail.fr#,Engagé à respecter les protocoles sanitaires officiels Covid-19#DATAtourisme labels,"OSEZ LA SIMPLICITE !
Canoé-kayak et pédal'eau pour tous !
Idéal pour balader sur le lac !
Le plaisir de naviguer à deux, en famille ou entre amis, de découvrir une crique pour vous baigner et plonger !",https://data.datatourisme.gouv.fr/13/febb2b40-ced1-3f51-a447-3d97aaa95cdb
Les Chemins de la vigne,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.238,6.3099,12 rue camilles Desmoulins,83610#Collobrières,,True,True,"Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu","Office de tourisme intercommunal de Collobrières, Cuers, La Londe les Maures, Pierrefeu - source : Apidae Tourisme",2021-07-05,#+33 6 58 62 54 66#tricolore.event@gmail.com#http://www.les-chemins-de-la-vigne.fr/,Accueil Vélo#France Vélo Tourisme,"Location de VTT à assistance électrique équipés de GPS avec circuits à thème, sur réservation. Circuits enrichis d'informations touristiques.",https://data.datatourisme.gouv.fr/13/5dafab97-c160-388e-b484-7409fffa7cc7
Aubignan : Balade accompagnée à vélo,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,44.098589000000004,5.025601,10 Place Anne Benoîte Guillaume 10 Place Anne-Benoîte Guillaume,84810#Aubignan,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-21,#+33 4 90 63 00 78<>+33 6 03 92 40 77#velovauclusedecouverte@gmail.com#http://www.ventouxprovence.fr/<>https://www.velo-vaucluse-decouverte.com/,Engagé à respecter les protocoles sanitaires officiels Covid-19#DATAtourisme labels,Laissez vous guider à vélo par Régis à travers de remarquables paysages viticoles et agricoles au départ du village d'Aubignan. Au cours de cette balade vous découvrirez les cultures méditerranéennes typiques mais aussi quelques particularités locales.,https://data.datatourisme.gouv.fr/13/7199e15a-529c-300d-8ce7-ef40ac7b82e1
Ebike Moustiers,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.841,6.2216,Le Colombier,04360#Moustiers-Sainte-Marie,,True,True,Office de tourisme de Moustiers-Sainte-Marie,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-05,#+33 6 11 53 13 86#contact@ebikemoustiers.fr#http://ebikemoustiers.fr/,Accueil Vélo#France Vélo Tourisme,"Location de vélos à assistance électrique sur la commune de Moustiers-Sainte-Marie. Ouvert tous les jours en saison, situé à la sortie du village direction Castellane. Location VAE haut de gamme sur place ou sur votre lieu d'hébergement.",https://data.datatourisme.gouv.fr/13/a37dddf6-ad48-339e-977b-2698c0d5b3bd
Natur'Evasion Location de Vélos,https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Practice|https://www.datatourisme.gouv.fr/ontology/core#Product|http://schema.org/Product,43.482048,6.288616,RD 562 93 route de Carcès,83510#Saint-Antonin-du-Var,,True,True,Office de tourisme intercommunal Dracénie Provence Verdon,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-06,#+33 4 94 80 28 44<>+33 6 45 55 36 95#contact@naturevasion.com#https://naturevasion.com/<>https://naturevasion.com/velo-e-bike/,Accueil Vélo#France Vélo Tourisme,"Natur' Evasion : activités en plein air conçues par des professionnels dans de somptueux paysages préservés en bord d'Argens : canoë, paddle, VTT, VAE, escalade, nuits en tipi.
Aire de pique-nique, buvette.",https://data.datatourisme.gouv.fr/13/363ad269-e818-3067-8f55-f9cb3409c975
Natur'Evasion,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.482056,6.288321,RD 562 93 route de Carcès,83510#Saint-Antonin-du-Var,,True,True,Office de tourisme intercommunal Dracénie Provence Verdon,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-09,#+33 4 94 80 28 44<>+33 6 45 55 36 95#contact@naturevasion.com#https://naturevasion.com/<>https://naturevasion.com/velo-e-bike/,Accueil Vélo#France Vélo Tourisme,"Natur' Evasion : activités en plein air conçues par des professionnels dans de somptueux paysages préservés en bord d'Argens : canoë, paddle, VTT, VAE, escalade, nuits en tipi.
Aire de pique-nique, buvette.",https://data.datatourisme.gouv.fr/13/a9d045df-d4bc-31f3-9c4c-ff24474d27c4
Dragui Cycles,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.535239000000004,6.457542,245 avenue du 4 Septembre,83300#Draguignan,,True,True,Office de tourisme intercommunal Dracénie Provence Verdon,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-04-03,#+33 4 94 67 08 91#btcdraguignan@gmail.com#,Accueil Vélo#France Vélo Tourisme,"Location de VTT, vélos de route et vélos électriques.
Réparation et entretien  de tout type de vélos y compris vélos électriques",https://data.datatourisme.gouv.fr/13/403805de-9e81-3370-bd70-35d73f8056eb
Réparateur et loueur de vélos: Newbike,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.602688,6.777292,RD 562 Centre Sirius,83440#Montauroux,,True,True,Office de Tourisme Intercommunal Pays de Fayence,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-07-07,#+33 4 94 50 70 92#newbike83@orange.fr#http://www.cyclesnewbike.com/default.html,Accueil Vélo#France Vélo Tourisme,"Magasin où vous trouverez tout pour le vélo, de la vente à la location en passant par la réparation, du vélo de route au vtt.
Labellisé Accueil vélo",https://data.datatourisme.gouv.fr/13/b319c4d8-600f-39ac-895d-9b20c6fcac7f
La Route du Ventoux,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.125082,5.18157,57 Route du Mont-Ventoux,84410#Bédoin,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-25,#+33 4 90 67 07 40#locations@larouteduventoux.com<>shop@larouteduventoux.com#http://www.larouteduventoux.com/,Engagé à respecter les protocoles sanitaires officiels Covid-19#DATAtourisme labels,"Magasin spécialisé dans la vente et la location de vélos de course, VAE et touring. Installé au départ de la mythique route du Ventoux.",https://data.datatourisme.gouv.fr/13/91622f6f-b2d8-3011-8b6a-a9b5d3f4305e
Benoît IGOULEN -  Loueur de Vélos et VTT,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.120181,5.032389,146 Chemin Roquefiguier,84190#Beaumes-de-Venise,,True,True,Office de tourisme  Ventoux Provence Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-03-05,#+33 6 14 11 18 15#reservation@igoulen-location-velo.fr#http://www.igoulen-location-velo.fr/,Accueil Vélo#France Vélo Tourisme,"Benoît vous invite à partager sa passion du cycle lors de sorties vélo ou VTT, sur une sélection des plus belles routes et chemins des Dentelles de Montmirail. Assure aussi le services de location de vélos, VTC et VTT.",https://data.datatourisme.gouv.fr/13/6d99f0a9-6ca1-3637-97f5-3a5b9e2a74ef
"Alpes 2 Roues, location et sorties vélo",https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,44.552,6.4847,La Clapière,05200#Embrun,,True,True,Office de Tourisme de Serre-Ponçon,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-06-26,#+33 4 92 43 11 10<>+33 7 71 25 14 57#contact@alpes2roues.com#http://www.alpes2roues.com/,Accueil Vélo#France Vélo Tourisme,"ALPES 2 ROUES, c’est 25 ans d’expérience et de passion !
Que vous soyez amateur de sortie en plein air ou sportif exigeant de haut niveau, notre équipe de professionnels vous accueille toute l’année dans une ambiance conviviale et sportive.",https://data.datatourisme.gouv.fr/13/23a2b1ab-a5c2-3975-9799-70953faef3b9
Bachelas Bike Shop,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.957674,5.778734,5 Avenue de la République,04300#Forcalquier,,True,True,Office de tourisme intercommunal Pays de Forcalquier-Montagne de Lure,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-01-07,#+33 4 92 75 12 47#benjamin.bachelas@orange.fr#http://bachelasbikeshop.com/,Accueil Vélo#France Vélo Tourisme,Vente - Réparation - Entretiens et location de vélos.,https://data.datatourisme.gouv.fr/13/5c7b3735-ea22-3113-bc21-8672154921e5
E-Bike 04,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.852685,6.507619999999999,Parking Casino Route de Digne,04120#Castellane,,True,True,Verdon Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-09-01,#+33 6 72 92 63 40#marc.frandino@orange.fr#https://www.ebike04.fr/,Accueil Vélo#France Vélo Tourisme,"Location de VTT, VTTAE, scooter. Réservation vivement conseillée sur le site internet.
Vente neuf et occasion, réparation.",https://data.datatourisme.gouv.fr/13/76edccbe-a13e-3878-b5f0-5e2d2dabca75
La Pédale douce,https://www.datatourisme.gouv.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.gouv.fr/ontology/core#PointOfInterest|https://www.datatourisme.gouv.fr/ontology/core#Product|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRentalShop|https://www.datatourisme.gouv.fr/ontology/core#Rental|https://www.datatourisme.gouv.fr/ontology/core#ServiceProvider|https://www.datatourisme.gouv.fr/ontology/core#Store|https://www.datatourisme.gouv.fr/ontology/core#EquipmentRental|http://schema.org/LocalBusiness|http://schema.org/Product,43.835454,5.0354410000000005,46 Cours Sadi Carnot,84300#Cavaillon,,True,True,Office de tourisme Luberon Monts de Vaucluse,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-02-09,#+33 7 66 56 39 32<>+33 9 51 31 09 44#contact@lapedaledouce.com#https://www.lapedaledouce.fr/,Accueil Vélo#France Vélo Tourisme,"Imaginez-vous : toujours faire du vélo avec du vent arrière ! La Pédale Douce loue et vend des vélos électriques, tandem et triporteurs à assistance électrique dans le Luberon et les Alpilles. 
Livraison sur lieux différents.",https://data.datatourisme.gouv.fr/13/8212b7f8-6f79-3583-b9d4-0d8206527f3a
